2026-01-04T00:51:35.374608,PAYMENT,3627.97,MEDIUM,0.67
2026-01-04T00:51:37.967689,CASH_OUT,7813.75,MEDIUM,0.7
2026-01-04T00:51:40.117324,CASH_OUT,5775.07,LOW,0.04
2026-01-04T00:51:42.267539,CASH_IN,2978.25,MEDIUM,0.7
2026-01-04T00:51:44.461271,DEBIT,1074.51,LOW,0.0
2026-01-04T00:51:46.675269,CASH_IN,7891.9,MEDIUM,0.68
2026-01-04T00:51:48.846300,DEBIT,1242.38,HIGH,0.82
2026-01-04T00:51:51.000728,PAYMENT,6258.93,MEDIUM,0.59
2026-01-04T00:51:53.196867,CASH_OUT,7738.38,MEDIUM,0.79
2026-01-04T00:51:55.372798,PAYMENT,3757.39,MEDIUM,0.56
2026-01-04T00:51:57.540827,DEBIT,8536.05,MEDIUM,0.72
2026-01-04T00:51:59.721148,PAYMENT,2381.49,LOW,0.0
2026-01-04T00:52:01.887247,DEBIT,231.5,MEDIUM,0.67
2026-01-04T00:52:04.063668,CASH_OUT,9687.67,LOW,0.02
2026-01-04T00:52:06.228054,DEBIT,6220.54,MEDIUM,0.75
2026-01-04T00:52:08.377228,CASH_IN,8869.62,MEDIUM,0.69
2026-01-04T00:52:10.538637,CASH_IN,9821.12,MEDIUM,0.65
2026-01-04T00:52:12.711874,CASH_OUT,2288.44,MEDIUM,0.77
2026-01-04T00:52:14.863957,TRANSFER,4139.96,LOW,0.0
2026-01-04T00:52:17.030127,CASH_OUT,2369.56,HIGH,0.86
2026-01-04T00:52:19.205837,TRANSFER,4377.06,LOW,0.0
2026-01-04T00:52:21.383196,DEBIT,67.12,LOW,0.02
2026-01-04T00:52:23.533142,CASH_OUT,3908.97,MEDIUM,0.76
2026-01-04T00:52:25.648767,CASH_OUT,4584.76,HIGH,0.85
2026-01-04T00:52:27.832459,CASH_IN,1472.73,MEDIUM,0.71
2026-01-04T00:52:29.989345,DEBIT,5706.52,MEDIUM,0.68
2026-01-04T00:52:32.142516,TRANSFER,1148.37,LOW,0.0
2026-01-04T00:52:34.302897,CASH_IN,5044.2,LOW,0.0
2026-01-04T00:52:36.476149,CASH_IN,1067.02,MEDIUM,0.66
2026-01-04T00:52:38.009748,PAYMENT,1000.0,LOW,0.0
2026-01-04T00:52:40.588803,CASH_IN,7575.2,MEDIUM,0.61
2026-01-04T00:52:42.739528,CASH_IN,7620.17,MEDIUM,0.67
2026-01-04T00:52:44.770525,DEBIT,5573.28,MEDIUM,0.69
2026-01-04T00:52:46.952497,TRANSFER,4609.91,LOW,0.03
2026-01-04T00:52:49.109723,DEBIT,7421.82,MEDIUM,0.72
2026-01-04T00:52:51.047943,CASH_OUT,700.56,LOW,0.0
2026-01-04T00:52:53.217322,CASH_OUT,326.42,HIGH,0.81
2026-01-04T00:52:55.373189,TRANSFER,2776.09,MEDIUM,0.76
2026-01-04T00:53:00.521926,CASH_OUT,6077.75,MEDIUM,0.69
2026-01-04T00:53:00.616517,CASH_OUT,7643.77,HIGH,0.86
2026-01-04T00:53:02.704599,TRANSFER,5477.05,MEDIUM,0.75
2026-01-04T00:53:04.872359,DEBIT,994.59,MEDIUM,0.62
2026-01-04T00:53:07.020724,CASH_IN,1691.74,MEDIUM,0.7
2026-01-04T00:53:08.963605,TRANSFER,8408.44,MEDIUM,0.74
2026-01-04T00:53:11.126015,DEBIT,6155.32,MEDIUM,0.72
2026-01-04T00:53:13.247968,CASH_OUT,5036.29,LOW,0.15
2026-01-04T00:53:15.380595,DEBIT,6366.15,MEDIUM,0.73
2026-01-04T00:53:17.503628,PAYMENT,9019.94,MEDIUM,0.59
2026-01-04T00:53:18.492003,CASH_OUT,1020.88,MEDIUM,0.76
2026-01-04T00:53:19.671091,CASH_OUT,7742.16,LOW,0.02
2026-01-04T00:53:20.642343,CASH_IN,8409.26,LOW,0.0
2026-01-04T00:53:21.805950,CASH_OUT,907.9,MEDIUM,0.78
2026-01-04T00:53:23.950880,CASH_OUT,3623.6,HIGH,0.86
2026-01-04T00:53:25.888226,CASH_IN,6914.17,MEDIUM,0.77
2026-01-04T00:53:28.032549,CASH_IN,9943.86,MEDIUM,0.72
2026-01-04T00:53:30.186252,CASH_OUT,1308.45,HIGH,0.82
2026-01-04T00:53:32.236876,CASH_IN,5664.8,LOW,0.0
2026-01-04T00:53:34.448600,TRANSFER,2914.22,LOW,0.02
2026-01-04T00:53:36.597717,CASH_IN,6676.43,MEDIUM,0.59
2026-01-04T00:53:38.510033,PAYMENT,3148.07,MEDIUM,0.62
2026-01-04T00:53:40.682498,DEBIT,9424.63,LOW,0.01
2026-01-04T00:53:42.868813,CASH_IN,2726.95,MEDIUM,0.67
2026-01-04T00:53:44.864698,DEBIT,1758.77,MEDIUM,0.65
2026-01-04T00:53:47.116848,PAYMENT,3898.4,LOW,0.02
2026-01-04T00:53:49.271861,CASH_OUT,5044.77,MEDIUM,0.69
2026-01-04T00:53:51.200959,DEBIT,3703.62,LOW,0.0
2026-01-04T00:53:53.344024,DEBIT,6619.59,MEDIUM,0.65
2026-01-04T00:53:55.504549,TRANSFER,4498.29,MEDIUM,0.77
2026-01-04T00:54:00.782813,PAYMENT,8427.42,MEDIUM,0.62
2026-01-04T00:54:00.786528,TRANSFER,5647.11,LOW,0.0
2026-01-04T00:54:03.008893,PAYMENT,1866.29,LOW,0.0
2026-01-04T00:54:05.175269,CASH_IN,8538.62,MEDIUM,0.77
2026-01-04T00:54:07.331143,TRANSFER,7867.76,LOW,0.01
2026-01-04T00:54:09.173160,CASH_OUT,3120.78,LOW,0.01
2026-01-04T00:54:11.311076,PAYMENT,8616.03,LOW,0.0
2026-01-04T00:54:13.432020,PAYMENT,9618.54,LOW,0.0
2026-01-04T00:54:15.648012,CASH_IN,3537.98,MEDIUM,0.68
2026-01-04T00:54:17.786484,CASH_OUT,5672.0,MEDIUM,0.74
2026-01-04T00:54:18.760896,DEBIT,939.09,LOW,0.0
2026-01-04T00:54:19.964162,CASH_OUT,238.41,MEDIUM,0.79
2026-01-04T00:54:20.922891,CASH_OUT,4120.55,MEDIUM,0.73
2026-01-04T00:54:22.128566,TRANSFER,4365.5,LOW,0.01
2026-01-04T00:54:24.294938,DEBIT,2914.42,MEDIUM,0.72
2026-01-04T00:54:26.196346,CASH_OUT,3356.36,HIGH,0.86
2026-01-04T00:54:28.335441,CASH_OUT,5458.34,MEDIUM,0.76
2026-01-04T00:54:30.474367,TRANSFER,2273.45,MEDIUM,0.72
2026-01-04T00:54:32.605414,CASH_IN,7415.92,MEDIUM,0.69
2026-01-04T00:54:34.798170,CASH_OUT,3769.9,MEDIUM,0.77
2026-01-04T00:54:37.009580,PAYMENT,2538.44,MEDIUM,0.59
2026-01-04T00:54:39.014844,TRANSFER,2883.17,MEDIUM,0.72
2026-01-04T00:54:41.223024,DEBIT,5518.21,LOW,0.0
2026-01-04T00:54:43.377581,CASH_OUT,2291.35,HIGH,0.86
2026-01-04T00:54:45.374921,PAYMENT,627.09,MEDIUM,0.59
2026-01-04T00:54:48.617426,CASH_OUT,7516.71,MEDIUM,0.7
2026-01-04T00:54:50.804782,DEBIT,261.36,LOW,0.04
2026-01-04T00:54:52.967857,CASH_IN,7288.07,LOW,0.0
2026-01-04T00:54:55.137612,PAYMENT,9555.45,LOW,0.0
2026-01-04T00:54:57.305737,CASH_OUT,8990.67,LOW,0.03
2026-01-04T00:55:02.540310,CASH_OUT,558.21,HIGH,0.82
2026-01-04T00:55:04.695781,DEBIT,331.58,MEDIUM,0.72
2026-01-04T00:55:06.819613,DEBIT,1200.3,HIGH,0.83
2026-01-04T00:55:08.952557,PAYMENT,5146.01,MEDIUM,0.67
2026-01-04T00:55:11.111640,TRANSFER,4833.93,MEDIUM,0.74
2026-01-04T00:55:13.239220,CASH_IN,622.86,LOW,0.0
2026-01-04T00:55:15.403601,TRANSFER,3953.25,LOW,0.03
2026-01-04T00:55:17.584388,DEBIT,7084.12,MEDIUM,0.68
2026-01-04T00:55:19.723306,DEBIT,9900.73,MEDIUM,0.73
2026-01-04T00:55:21.876148,DEBIT,5753.42,MEDIUM,0.72
2026-01-04T00:55:24.032024,CASH_IN,2109.19,MEDIUM,0.77
2026-01-04T00:55:26.180090,PAYMENT,1488.55,LOW,0.0
2026-01-04T00:55:28.294871,CASH_IN,9860.28,MEDIUM,0.77
2026-01-04T00:55:30.447241,DEBIT,4844.2,MEDIUM,0.69
2026-01-04T00:55:32.583302,CASH_IN,6201.82,MEDIUM,0.7
2026-01-04T00:55:34.747426,PAYMENT,2840.01,MEDIUM,0.52
2026-01-04T00:55:36.899194,CASH_OUT,1577.57,MEDIUM,0.77
2026-01-04T00:55:39.060218,TRANSFER,8606.31,MEDIUM,0.75
2026-01-04T00:55:41.201394,CASH_OUT,4580.44,MEDIUM,0.76
2026-01-04T00:55:43.327501,CASH_OUT,1154.77,MEDIUM,0.8
2026-01-04T00:55:45.487711,PAYMENT,650.15,LOW,0.02
2026-01-04T00:55:47.635346,TRANSFER,7566.69,LOW,0.01
2026-01-04T00:55:49.780316,PAYMENT,8165.71,MEDIUM,0.6
2026-01-04T00:55:51.949965,PAYMENT,3683.54,LOW,0.0
2026-01-04T00:55:54.104684,PAYMENT,5481.63,MEDIUM,0.62
2026-01-04T00:55:56.254080,CASH_OUT,9832.99,MEDIUM,0.75
2026-01-04T00:55:58.397784,CASH_IN,3737.65,MEDIUM,0.66
2026-01-04T00:56:00.560146,CASH_OUT,6527.36,LOW,0.0
2026-01-04T00:56:02.683417,PAYMENT,6929.38,MEDIUM,0.57
2026-01-04T00:56:04.841197,PAYMENT,4640.3,MEDIUM,0.58
2026-01-04T00:56:06.996423,CASH_OUT,7131.24,HIGH,0.85
2026-01-04T00:56:09.164200,DEBIT,5075.17,MEDIUM,0.72
2026-01-04T00:56:11.310265,TRANSFER,7062.04,MEDIUM,0.74
2026-01-04T00:56:13.492563,PAYMENT,5433.03,LOW,0.0
2026-01-04T00:56:15.640640,TRANSFER,2438.41,MEDIUM,0.76
2026-01-04T00:56:17.826776,CASH_OUT,8927.68,MEDIUM,0.73
2026-01-04T00:56:19.987071,CASH_OUT,7472.21,MEDIUM,0.8
2026-01-04T00:56:22.186388,CASH_OUT,2751.32,MEDIUM,0.8
2026-01-04T00:56:24.343598,CASH_IN,1454.14,LOW,0.03
2026-01-04T00:56:26.497356,CASH_IN,6029.89,MEDIUM,0.75
2026-01-04T00:56:28.647460,CASH_OUT,198.72,MEDIUM,0.75
2026-01-04T00:56:30.825834,CASH_IN,4409.61,MEDIUM,0.69
2026-01-04T00:56:32.967663,DEBIT,7547.22,MEDIUM,0.72
2026-01-04T00:56:35.168060,TRANSFER,1812.28,LOW,0.0
2026-01-04T00:56:37.347596,PAYMENT,9081.97,MEDIUM,0.59
2026-01-04T00:56:39.508240,DEBIT,1835.05,LOW,0.02
2026-01-04T00:56:41.692604,CASH_IN,7712.22,MEDIUM,0.65
2026-01-04T00:56:43.897058,CASH_OUT,1193.01,HIGH,0.85
2026-01-04T00:56:46.075813,CASH_IN,9762.71,MEDIUM,0.7
2026-01-04T00:56:48.265809,CASH_OUT,5267.11,MEDIUM,0.78
2026-01-04T00:56:50.394150,DEBIT,4408.68,LOW,0.01
2026-01-04T00:56:52.569648,DEBIT,1051.56,MEDIUM,0.77
2026-01-04T00:56:54.746094,CASH_IN,1397.08,MEDIUM,0.77
2026-01-04T00:56:56.902848,TRANSFER,7477.64,MEDIUM,0.74
2026-01-04T00:56:59.038245,TRANSFER,3442.51,LOW,0.01
2026-01-04T00:57:01.212211,PAYMENT,6387.03,MEDIUM,0.67
2026-01-04T00:57:03.366196,DEBIT,3300.68,MEDIUM,0.74
2026-01-04T00:57:05.503101,CASH_OUT,3293.76,MEDIUM,0.76
2026-01-04T00:57:07.667768,CASH_OUT,2778.03,LOW,0.07
2026-01-04T00:57:09.832077,DEBIT,5726.98,HIGH,0.82
2026-01-04T00:57:11.959288,TRANSFER,2773.69,HIGH,0.83
2026-01-04T00:57:14.126913,PAYMENT,6926.01,LOW,0.0
2026-01-04T00:57:16.269211,PAYMENT,1141.35,MEDIUM,0.67
2026-01-04T18:27:52.880115,PAYMENT,8045.57,MEDIUM,0.57
2026-01-04T18:27:55.694812,DEBIT,9318.79,MEDIUM,0.8
2026-01-04T18:27:57.914390,CASH_OUT,9754.01,MEDIUM,0.7
2026-01-04T18:28:00.170064,CASH_OUT,9225.16,LOW,0.04
2026-01-04T18:28:02.395882,TRANSFER,5146.75,MEDIUM,0.79
2026-01-04T18:28:04.644930,DEBIT,4846.28,MEDIUM,0.64
2026-01-04T18:28:06.868387,PAYMENT,1095.94,MEDIUM,0.67
2026-01-04T18:28:09.084369,PAYMENT,760.87,MEDIUM,0.53
2026-01-04T18:28:11.341870,DEBIT,8533.79,MEDIUM,0.71
2026-01-04T18:28:13.585032,CASH_OUT,1593.06,MEDIUM,0.76
2026-01-04T18:28:15.832042,DEBIT,6413.32,MEDIUM,0.79
2026-01-04T18:28:18.079668,CASH_IN,2641.39,MEDIUM,0.71
2026-01-04T18:28:20.386219,CASH_OUT,6230.73,MEDIUM,0.73
2026-01-04T18:28:22.689366,TRANSFER,2733.01,HIGH,0.83
2026-01-04T18:28:24.961285,PAYMENT,9987.54,MEDIUM,0.62
2026-01-04T18:28:27.195418,CASH_OUT,4235.11,MEDIUM,0.73
2026-01-04T18:28:29.518121,PAYMENT,8188.61,LOW,0.0
2026-01-04T18:28:31.813841,CASH_OUT,9355.31,LOW,0.03
2026-01-04T18:28:34.043779,DEBIT,8313.98,LOW,0.01
2026-01-04T18:28:36.361794,PAYMENT,4867.48,LOW,0.02
2026-01-04T18:28:38.682990,CASH_OUT,3512.04,HIGH,0.88
2026-01-04T18:28:40.986570,CASH_IN,377.37,MEDIUM,0.6
2026-01-04T18:28:43.310578,CASH_IN,7103.71,MEDIUM,0.69
2026-01-04T18:28:45.608823,TRANSFER,3526.64,MEDIUM,0.76
2026-01-04T18:28:47.901017,CASH_OUT,7675.69,MEDIUM,0.69
2026-01-04T18:28:50.161992,CASH_OUT,1216.26,MEDIUM,0.7
2026-01-04T18:28:52.501503,TRANSFER,3395.55,MEDIUM,0.75
2026-01-04T18:28:54.830105,TRANSFER,7662.46,MEDIUM,0.75
